URL,Landlord,Bed/Bath,Address,Price,Amenities,DealScore,Flags
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=292,B.Sawyer Properties,2bd/1ba,1020 Grove St La Crosse WI,"$1,100 ","Trash, Refrigerator, Range/Oven, Dishwasher, Microwave",95,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=295,Three Sixty,4bd/2ba,421 12th St North La Crosse WI,"$2,480 ","Trash, Refrigerator, Range/Oven",70,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=296,MQuick Properties,4bd/1ba,1607 Market St La Crosse WI,"$1,100 ","Trash, Refrigerator, Range/Oven",100,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=298,Dillaber Properties,2bd/1ba,1113 Vine St La Crosse WI,$890 ,"Trash, Refrigerator, Range/Oven, Dishwasher",100,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=299,Dillaber Properties,2bd/1ba,1246 La Crosse St La Crosse WI,$950 ,"Trash, Refrigerator, Range/Oven, Dishwasher",100,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=302,Biondo Properties,2bd/1ba,801 La Crosse St La Crosse WI,"$1,110 ","Trash, Refrigerator, Range/Oven, Dishwasher",95,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=323,Cappuccio Rentals,3bd/1ba,515 11th St North La Crosse WI,"$1,560 ","Trash, Refrigerator, Range/Oven, Dishwasher, Heat, Electric, Hot Water",90,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=324,AptsLax LLC,3bd/1ba,"624 8th St S, Down, La Crosse WI","$1,250 ","Trash, Refrigerator, Range/Oven",100,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=351,Wise Properties,3bd/1ba,1230 La Crosse St La Crosse WI,"$1,275 ","Trash, Refrigerator, Range/Oven",100,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=352,Wise Properties,3bd/1ba,1428 State St La Crosse WI,"$1,380 ","Trash, Refrigerator, Range/Oven, Dishwasher",100,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=353,Wise Properties,5bd/2ba,1513 Main St La Crosse WI,"$2,025 ","Trash, Refrigerator, Range/Oven",100,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=367,Biondo Properties,2bd/1ba,1241 La Crosse St La Crosse WI,"$1,150 ","Trash, Refrigerator, Range/Oven, Dishwasher",90,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=368,Biondo Properties,2bd/1ba,1261 La Crosse St La Crosse WI,"$1,110 ","Trash, Refrigerator, Range/Oven, Dishwasher",95,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=371,Favre Retnals,5bd/2ba,104 17th Pl South La Crosse WI,"$2,600 ","Trash, Refrigerator, Range/Oven, Dishwasher",80,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=389,Gander Rentals,1bd/1ba,215 15th St N-RENTED La Crosse WI,$580 ,"Trash, Refrigerator, Cook-top, Microwave",100,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=396,B.Sawyer Properties,2bd/1ba,632 11th St North La Crosse WI,"$1,050 ","Trash, Refrigerator, Range/Oven",95,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=397,Dillaber Properties,4bd/2ba,1113 Vine St La Crosse WI,"$1,820 ","Trash, Refrigerator, Range/Oven, Dishwasher",95,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=398,Dillaber Properties,4bd/2ba,1019 Grove St La Crosse WI,"$1,700 ","Trash, Refrigerator, Range/Oven",100,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=399,Cappuccio Rentals,4bd/2ba,509 11th St North La Crosse WI,"$2,200 ","Trash, Refrigerator, Range/Oven, Dishwasher",80,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=400,Classic Housing LLC,4bd/2ba,1100 La Crosse St La Crosse WI,"$2,180 ","Trash, Refrigerator, Range/Oven, Dishwasher",80,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=401,B.Sawyer Properties,4bd/2ba,707 11th St North La Crosse WI,"$2,300 ","Trash, Refrigerator, Range/Oven, Dishwasher, Microwave",75,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=404,JCH Rentals,2bd/1ba,624 10th St N La Crosse WI,$995 ,"Trash, Refrigerator, Range/Oven, Heat and Hot Water",100,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=409,JAMAR Properties,2bd/1ba,216 West Ave North La Crosse WI,"$1,150 ","Trash, Refrigerator, Range/Oven",90,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=410,JAMAR Properties,4bd/2ba,216 West Ave North La Crosse WI,"$2,300 ","Trash, Refrigerator, Range/Oven",75,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=412,RK&D Properties,4bd/2ba,320 13th St North La Crosse WI,"$1,540 ","Trash, Refrigerator, Range/Oven, Water/Hot Water",100,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=413,RK&D Properties,3bd/1ba,1005 Cameron Ave-RENTED La Crosse WI,"$1,060 ","Trash, Refrigerator, Range/Oven, Water/Hot Water",100,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=460,Hilton Properties,5bd/1ba,325 9th St North La Crosse WI,"$1,885 ","Trash, Refrigerator, Range/Oven, Water/Hot Water",100,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=480,Resurrection Rentals,5bd/2ba,"1108 Vine St, La Crosse WI","$3,000 ","Trash, Refrigerator, Range/Oven",65,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=481,Resurrection Rentals,5bd/2ba,1218 Vine St La Crosse WI,"$3,000 ","Trash, Refrigerator, Range/Oven",65,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=482,Resurrection Rentals,5bd/1ba,1222 Vine St La Crosse WI,"$3,000 ","Trash, Refrigerator, Range/Oven",65,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=483,Resurrection Rentals,4bd/1ba,1301 State St La Crosse WI,"$2,400 ","Trash, Refrigerator, Range/Oven",70,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=484,608 Properties,6bd/2ba,1324 Vine St La Crosse WI,"$3,300 ","Trash, Refrigerator, Range/Oven",75,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=485,608 Properties,4bd/1ba,1330 Vine St La Crosse WI,"$2,000 ","Trash, Refrigerator, Range/Oven",85,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=486,608 Properties,5bd/2ba,1401 Vine St La Crosse WI,"$2,750 ","Trash, Refrigerator, Range/Oven",75,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=488,Resurrection Rentals,3bd/2ba,218 13th St North La Crosse WI,"$1,500 ","Trash, Refrigerator, Range/Oven",90,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=489,608 Properties,5bd/2ba,218 West Ave North La Crosse WI,"$2,875 ","Trash, Refrigerator, Range/Oven, Dishwasher",70,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=490,Resurrection Rentals,4bd/2ba,"218 11th St N, La Crosse WI","$2,400 ","Trash, Refrigerator, Range/Oven",70,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=493,Resurrection Rentals,5bd/2ba,"222 11th St N, La Crosse WI","$3,000 ","Trash, Refrigerator, Range/Oven",65,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=495,Resurrection Rentals,5bd/2ba,"230 11th St N, La Crosse WI","$3,000 ","Trash, Refrigerator, Range/Oven",65,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=496,Resurrection Rentals,5bd/1ba,231 13th St North La Crosse WI,"$3,000 ","Trash, Refrigerator, Range/Oven",65,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=504,RK&D Properties,4bd/1ba,"1118 La Crosse St, Down, La Crosse WI","$1,540 ","Trash, Range/Oven",100,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=505,Miller Properties,5bd/2ba,2029 State St La Crosse WI,"$2,375 ","Trash, Refrigerator, Range/Oven",90,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=506,Miller Properties,5bd/2ba,312 21st St North La Crosse WI,"$2,375 ","Trash, Refrigerator, Range/Oven",90,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=523,Dillaber Properties,3bd/1ba,1256 La Crosse St La Crosse WI,"$1,320 ","Trash, Refrigerator, Range/Oven",100,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=526,B.Sawyer Properties,3bd/1ba,730 10th St North La Crosse WI,"$1,665 ","Trash, Refrigerator, Range/Oven, Microwave, Dishwasher",85,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=527,B.Sawyer Properties,3bd/1ba,1229 State St La Crosse WI,"$1,770 ","Trash, Refrigerator, Range/Oven, Microwave, Dishwasher",80,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=535,Dillaber Properties,3bd/1ba,1118 Vine St La Crosse WI,"$1,410 ","Trash, Refrigerator, Range/Oven",95,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=537,Gerrard Properties,3bd/1ba,1010 Vine St La Crosse WI,"$2,145 ","Trash, Refrigerator, Range/Oven, Dishwasher",65,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=539,Baumgartner Properties,3bd/1ba,720 10th St North La Crosse WI,"$1,300 ","Trash, Refrigerator, Range/Oven",100,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=542,AptsLax LLC,3br/1ba,624 8th St South Up-RENTED La Crosse WI,"$1,090 ","Trash, Refrigerator, Range/Oven",95,BEDBATH_FROM_TITLE
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=546,Benson Properties,5bd/2ba,912 8th St South La Crosse WI,"$2,475 ","Trash, Refrigerator, Range/Oven, Garbage Disposal, Dishwasher",85,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=547,Benson Properties,3bd/1ba,1228 Pine St La Crosse WI,"$1,710 ","Trash, Refrigerator, Range/Oven, Dishwasher, Disposal",80,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=558,Biondo Properties,4bd/2ba,625 8th St South La Crosse WI,"$1,956 ","Trash, Refrigerator, Range/Oven, Dishwasher",90,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=571,JCH Rentals,2bd/1ba,1026 5th Ave South La Crosse WI,$975 ,"Trash, Refrigerator, Range/Oven, Disposal, Dishwasher",100,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=590,Resurrection Rentals,3bd/1ba,202 13th St North La Crosse WI,"$1,500 ","Trash, Refrigerator, Range/Oven, Dishwasher",90,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=591,Resurrection Rentals,3bd/1ba,221 13th St North #4 La Crosse WI,"$1,800 ","Trash, Refrigerator, Range/Oven, Microwave, Dishwasher",75,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=592,Resurrection Rentals,3bd/1ba,221 13th St North #1 La Crosse WI,"$2,400 ","Trash, Refrigerator, Range/Oven, Dishwasher, Microwave",65,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=61,Miller Properties,Studio/1ba,321 21st St North La Crosse WI,$550 ,"Heat, Electric, Hot Water, Trash, Refrigerator, Range/Oven",100,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=62,Miller Properties,3bd/1ba,317 21st St North La Crosse WI,"$1,425 ","Heat, Electric, Hot Water, Trash, Refrigerator, Range/Oven",95,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=63,Miller Properties,2bd/1ba,319 21st St N-RENTED La Crosse WI,$950 ,"Heat, Electric, Hot Water, Trash, Refrigerator, Range/Oven",100,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=650,Lesniewski LLC,2bd/1ba,620 11th St North La Crosse WI,$890 ,"Trash, Refrigerator, Range/Oven",100,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=658,Miller Properties,5bd/2ba,1526 State St La Crosse WI,"$2,700 ","Trash, Refrigerator, Range/Oven",75,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=665,Gander Rentals,7bd/3ba,2111 State St La Crosse WI,"$3,780 ","Trash, Refrigerator, Range/Oven, Disposal, Dishwasher, Microwave",75,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=673,Legends Living,4bd/2ba,920 7th St South La Crosse WI,"$1,800 ","Water, Hot Water, Trash, Refrigerator, Range/Oven, Disposal, Dishwasher, Microwave",95,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=674,Legends Living,2bd/1ba,114 11th St South La Crosse WI,"$1,000 ","Water, Hot Water, Trash, Refrigerator, Range/Oven, Disposal, Dishwasher, Microwave",100,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=675,Legends Living,2bd/1ba,919 Johnson St La Crosse WI,$900 ,"Water, Hot Water, Trash, Refrigerator, Range/Oven, Disposal, Dishwasher, Microwave",100,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=676,Legends Living,3bd/2ba,930 7th St South La Crosse WI,"$1,350 ","Water, Hot Water, Trash, Refrigerator, Range/Oven, Disposal, Dishwasher, Microwave",100,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=677,Legends Living,2bd/2ba,926 7th St S-HOLD La Crosse WI,$900 ,"Water, Hot Water, Trash, Refrigerator, Range/Oven, Disposal, Dishwasher, Microwave",100,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=678,Legends Living,1bd/1ba,924 7th St S-HOLD La Crosse WI,$450 ,"Water, Hot Water, Trash, Refrigerator, Range/Oven, Disposal, Dishwasher, Microwave",100,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=679,Dillaber Properties,3bd/1ba,1105 Vine St La Crosse WI,"$1,155 ","Trash, Refrigerator, Range/Oven, Disposal",100,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=694,Dillaber Properties,3bd/1ba,520 11th St North La Crosse WI,"$1,260 ","Trash, Refrigerator, Range/Oven, Dishwasher",100,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=699,Favre Retnals,3bd/2ba,1745 King St La Crosse WI,"$1,500 ","Trash, Refrigerator, Range/Oven",90,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=703,JAMAR Properties,3bd/1ba,1408 Madison St La Crosse WI,"$1,850 ","Trash, Refrigerator, Range/Oven",75,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=704,Gander Rentals,6bd/1ba,119 16th St North La Crosse WI,"$3,240 ","Trash, Refrigerator, Range/Oven",75,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=706,JCR Properties,3bd/2ba,713 10th St N-RENTED La Crosse WI,"$1,200 ","Trash, Refrigerator, Range/Oven, Dishwasher, Microwave",100,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=709,Wrobel Rentals,4bd/2ba,430 11th St North La Crosse WI,"$1,600 ","Water, Hot Water, Trash, Refrigerator, Range/Oven, Dishwasher",100,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=710,Karbin Properties,2bd/1ba,132 9th St South La Crosse WI,$920 ,"Trash, Refrigerator, Range/Oven",100,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=714,Karbin Properties,2bd/1ba,126 9th St South La Crosse WI,$920 ,"Trash, Refrigerator, Range/Oven",100,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=715,Karbin Properties,2bd/1ba,128 9th St South La Crosse WI,$940 ,"Trash, Refrigerator, Range/Oven",100,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=716,Karbin Properties,1bd/1ba,134 9th St South #1 La Crosse WI,$720 ,"Trash, Refrigerator, Range/Oven",95,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=717,Cappuccio Rentals,2bd/1ba,"509 11th St N, Down, La Crosse WI","$1,070 ","Trash, Refrigerator, Range/Oven, Dishwasher, Microwave",95,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=718,Karbin Properties,1bd/1ba,134 9th St South #4 La Crosse WI,$760 ,"Water, Trash, Refrigerator, Range/Oven",90,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=719,Karbin Properties,1bd/1ba,134 9th St South #3 La Crosse WI,$720 ,"Trash, Refrigerator, Range/Oven",95,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=720,Karbin Properties,2bd/1ba,130 9th St South La Crosse WI,$940 ,"Trash, Refrigerator, Range/Oven",100,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=721,Karbin Properties,2bd/1ba,109 9th St South La Crosse WI,"$1,200 ","Trash, Refrigerator, Range/Oven",85,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=742,Dillaber Properties,5bd/1.5ba,520 11th St North La Crosse WI,"$2,100 ","Trash, Refrigerator, Range/Oven, Dishwasher",95,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=743,Dillaber Properties,4bd/1ba,1118 Vine St La Crosse WI,"$1,640 ","Trash, Refrigerator, Range/Oven",100,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=744,Dillaber Properties,4bd/1ba,520 11th St North La Crosse WI,"$1,680 ","Trash, Refrigerator, Range/Oven, Dishwasher",100,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=745,Dillaber Properties,4bd/1ba,1107 Vine St La Crosse WI,"$1,880 ","Trash, Refrigerator, Range/Oven",90,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=746,Mickelson Properties,Studio/1ba,1911 West Ave South La Crosse WI,$850 ,"Heat, Gas, Elecricity, Trash, Refrigerator, Range/Oven, Microwave",80,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=747,Off-Campus La Crosse LLC,4bd/1.5ba,1417 State St La Crosse WI,"$2,150 ","Trash, Refrigerator, Range/Oven",80,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=748,Gerrard Properties,2bd/1ba,1010 Vine St La Crosse WI,"$1,500 ","Trash, Refrigerator, Range/Oven, Dishwasher",65,
https://www.studentrentalslacrosse.com/all-rental-listings-la-crosse/?listing_id=749,Gerrard Properties,4bd/2ba,1010 Vine St La Crosse WI,"$2,840 ","Trash, Refrigerator, Range/Oven, Dishwasher",65,
